Nama|NPWP|Komite Audit Ketua|Nama Penerima|Komite Audit Anggota 2|Komite Audit Anggota 3|Komite Audit Anggota 4|Komite Audit Anggota 5|Direktur Utama|Direktur 1|Direktur 2|Direktur 3|Direktur 4|Direktur 5|Direktur 6|Direktur 7|Direktur 8|Direktur 9|Direktur 10|Direktur 11|Direktur 12|Direktur 13|Direktur 14|Komisaris Utama|Komisaris 1|Komisaris 2|Komisaris 3|Komisaris 4|Komisaris 5|Komisaris 6|Komisaris 7|Komisaris 8|Komisaris 9|Komisaris 10|Komisaris 11|Komisaris 12|Komisaris 13|Komisaris 14|Corporate Secretary|Established Date|Listing Date|Alamat|Phone|Fax|Homepage|Email|Pemilik Saham 1
PT Nusantara Sejahtera Raya Tbk|013314562073000|Mohammad Noor Rachman Soejoeti||Fitradewata Teramihardja|Sammy TS Lalamentik|||Suryo Suherman|Arif Suherman|Tri Rudy Anitio|Dody Suhartono||||||||||||Ir. Ongki Wanadjati Dana|Melia Suherman|Harris Lasmana|Sacheen Harris Lasmana|Mohammad Noor Rachman Soejoeti|Edwin Surya Winarta|Ariani Vidya Sofjan|||||||||Indah Tri Wahyuni||2023-08-02|Jl. KH Wahid Hasyim No.96-A Jakarta Pusat 10340|(021) 31901188|(021) 31901144|www.cinema21.co.id|investor.relations@nsr.co.id|PT Harkatjaya Bumipersada
PT Century Textile Industry Tbk|0010001659054000|Zenzia Sianica Ihza||Charles Christian, SE, Ak, CPA, BKP|Irwan Setia, Msi, CPA|||Masamitsu Kamada|Tomoaki Nakajima|Teh Hock Soon|Hideki Okada||||||||||||Suhardi Budiman|Zenzia Sianica Ihza|Hideo Umeki|||||||||||||Ibu Dipa Ayu Kristianti, SE||1979-05-22|Jl. Raya Bogor Km27, Ciracas, Jakarta Timur 13740|(021) 8711907, 8710724, 8710725|(021) 8711401|htpp://www.toray.co.id/centex/|dipa.ayukristianti.c2@mail.toray, muji.prasetyo.x3@mail.toray|Penfabric Sdn berhad
PT Black Diamond Resources Tbk|818082604012000|Alycius Hendry||Imam Tedja Sedjaja S.E., CPA|Robiet S.E., M.M.|||Donny Janson Manua|Yogi Adrian||||||||||||||Arie Rinaldi|Alycius Hendry||||||||||||||Agianita Julinda||2022-09-07|Gedung Centennial Tower Lt 21 Unit H Jl. Jenderal Gatot Subroto No. 24-25 Jakarta Selatan 12930|(021)22958323|(021) 22958324|www.blackdiamontbk.com|corporate@blackdiamondtbk.com|Sujaka Lays
PT Wahana Interfood Nusantara Tbk.|025675174428000|Tonny Sutanto Mahadarta||Syaeful Munir|Anna Kania Widiatami|||Reinald Siswanto|Irma Suntita||||||||||||||Gde Iswantara|Tonny Sutanto Mahadarta||||||||||||||Gendra Fachrurozi||2019-03-20|Jl. Dadali No. 16, RT. 001 RW 003, Kel. Garuda, Kec. Andir, Kota Bandung|+62 22 6011375|+62 22 6033265|www.wahana-interfood.com|corsec@wahana-interfood.com|Mahogany Global Investment PTE.LTD
COWELL DEVELOPMENT Tbk|013078258028000|Adam Mingkay||Erwin Setiawan|Thomas Dwika Praditya|||Irwan Susanto|Pikoli Sinaga||||||||||||||Joksan Melkisedek Atamou|Adam Mingkay||||||||||||||PIKOLI SINAGA||2007-12-19|Graha Atrium, Lt. 6, Jl. Senen Raya No. 135, Jakarta 10410|386 7868|386 2919|-|corsec@cowelldev.com|PT Gama Nusapala
Charoen Pokphand Indonesia Tbk|010001725092000|Hendri Murtany||R. Widarko Hendrai|Santoso Budiman|||Tjiu Thomas Effendy|Ong Mei Sian|Jemmy|Eddy Dharmawan Mansjoer|Ferdiansyah Gunawan Tjoe|||||||||||Hadi Gunawan Tjoe|Suparman S.|Hendri Murtany|||||||||||||Bapak Hadijanto Kartika||1991-03-18|Jl. Ancol VIII/1 Jakarta 14430|021-691 9999|021-690 7324|www.cp.co.id|hadijanto@cp.co.id|PT Charoen Pokphand Indonesia Group
PT Capri Nusa Satu Properti Tbk.|031715576008000|Hamdi Hassyarbaini||Andryan Esra Sembiring|Jeffry Siahaan|||Jansen Surbakti|Riko Cahyo Pribadi|Arif Widi Widayat|||||||||||||Abdullah Lewis Hidayat|Hamdi Hassyarbaini|Tugas Dwi Apriyanto|||||||||||||Anyo Yusrini||2019-04-11|Multipiranti Graha Building, Lantai 4 Jl. Raden Inten II No.2, Buaran, Duren Sawit Jakarta Timur, 13440 - Indonesia|(021) 8606 151|(021) 8632 822|www.caprinusa.com|corsec@caprinusa.com|PT RDW Global Investasi d/h PT Indigo Super Mekani
Central Proteina Prima Tbk|0010029460054000|Sia Leng Ho||Hendra Nur Salman|Tan Kiat Heng|||Hendri Laiman|Arman Zakaria Diah|Fredy Robin Sumendap|Adji Pramono||||||||||||Hardian Purawimala Widjonarko|Sia Leng Ho|Toto Winanto|Haryanto Damanik||||||||||||Farah Reza Praditya||2006-11-28|Treasury Tower Floor 8, District 8, JL Jendral Sudirman Kav 52-53, SCBD, Jakarta Selatan|50191788|50191788|www.cpp.co.id|armand.ardika@cpp.co.id|Central Pangan Prima
PT Toba Surimi Industries Tbk|01718918412500|Purnomo Darmowasito||Juwita|Yuliana|||Gindra Tardy|Irsan Sudargo|Erman|Kok Kieng|Sia Leng Hong alias Tony S.|||||||||||Bintarna Tardy|Budi Satria Tardy|Purnomo Darmowasito|||||||||||||Mulyanti||2022-08-10|Komplek Cemara Asri Blok C6 No 12 Sampali, Percut Sei Tuan, Deli Serdang Sumatera Utara 20371|+62 616871022|+62 616871007|www.tobasurimi.com|corsec@tobasurimi.com|Gindra Tardy
PT Carsurin Tbk|013071410073000|Gusmardi Bustami||Evangelista Ervandy|Lusiana Al Lusi|||Sheila Maria Tiwan|Timotius Nugraha Tjahjana|Erwin Manurung|Harold David Loevy||||||||||||Flora Regina Regian|Gusmardi Bustami||||||||||||||Franciska Nilawati||2023-07-10|SOHO CAPITAL, 28th Floor Jl. Letjen S. Parman Kav.28 Grogol Petamburan, Jakarta BaratSOHO CAPITAL, 28th Floor Jl. Letjen S. Parman Kav.28 Grogol Petamburan, Jakarta Barat|+62 21 5022 6868||www.carsurin.com|corpsec@carsurin.com|Sheila Maria Tiwan
Catur Sentosa Adiprana Tbk|0013672233054000|Justinus Aditya Sidharta||Laurensia|Fitria|||Budyanto Totong|Antonius Tan|Warit Jintanawan|Andy Totong|Surjati Tanril|||||||||||Achmad Widjaja|Kenneth Ng Shih Yek|Seow Han Yong, Justin|Paramate Nisagornsen|Justinus Aditya Sidharta|Henny Ratnasari Dewi||||||||||Idrus Hermawan Widjajakusuma||2007-12-12|Jl. Daan Mogot Raya No.234, Jakarta 11510|566-8801, 567-2622|566-9445|www.csahome.com|corsec@csahome.com|PT BUANATATA ADISENTOSA
PT Cahayasakti Investindo Sukses Tbk|016329666404000|Apran Kurniawan||Masheila Kalianda|Jimmy Tiardo Sirait|||TJOEA AUBINTORO|YOHANES SUMARNO||||||||||||||SANTO FRANSISCUS|APRAN KURNIAWAN||||||||||||||Novita||2017-05-10|Kawasan Industri Olympic Jalan Kaum Sari No. 1, Kedung Halang Talang Bogor 16151, Jawa Barat|0251 8666 873/874|0251 8666 875|www.csis.co.id|corporate.secretary@csis.co.id|PT Andalan Utama Bintara
PT Cipta Selera Murni Tbk.|013667696073000|Mahfudin||Indun Subekti|Annisa Wulandari|||Radino Miharjo|Siti Rahmawati||||||||||||||Dwi Santoso|Mahfudin||||||||||||||Muhammad Ifran Wiguna||2020-04-09|Menara Imperium, Lantai Lower Ground No.04 (LG-04) Jakarta Selatan, 12980|(021) 314 0411|(021) 314 0037|www.ciptaseleramurni.co.id|texas@texaschicken.co.id|Lisa Muchtar
PT Cisadane Sawit Raya Tbk.|010621217038000|Koh Bing Hock||Ori Abdurachman Wadjo|Raditia Christine Senjaya|||Gita Sapta Adi|Seman Sendjaja|Vivery Jerry Denny Walukow|Erwin Kurniawan||||||||||||Cokro Cienturi Suhendra|Edityawarman|Koh Bing Hock|||||||||||||Iqbal Prastowo||2020-01-09|JL. Pluit Selatan Raya Komplek CBD Pluit Blok R2 B-25 Jakarta Utara, 14440 – Indonesia|(021) 66673312-15|(021) 66673310-11|www.csr.co.id|corpsec@csr.co.id|PT Sapta Sawit Lestari
Citra Tubindo Tbk|012583118054000|Sudjono Suhardjo||Ndat Natanael Brahmana|Roslini Onwardi|||Fajar Wahyudi|Saiful Mizra Bin Kassim|Xavier Bertin|Ludi Darmawan||||||||||||Laurent Didier Dubedout|Mathieu Barreau|Sudjono Suhardjo|||||||||||||Indri Rachdiany Putri Ayu||1989-11-28|World Trade Centre (WTC) 5 Lantai 16 Jl.Jenderal Sudirman Kav.29-31 Jakarta Selatan|(021) 5250609|(021) 5712317|www.citratubindo.com|corsec@citratubindo.co.id|KESTREL WAVE INVESTMENT LTD
Ciputra Development Tbk|013742119054000|Tanan Herwandi Antonius||Lanny Bambang|Thomas Johannes Angfendy|||Candra Ciputra|Budiarsa Sastrawinata|Harun Hajadi|Cakra Ciputra|Agussurja Widjaja|Artadinata Djangkar|MI Meiko Handoyo L|Nanik J. Santoso|Sutoto Yakobus|Tulus Santoso||||||Rina Ciputra Sastrawinata|Junita Ciputra|Sandra Hendharto|Kodradi|Tanan Herwandi Antonius|Thomas Bambang||||||||||Tulus Santoso||1994-03-28|Ciputra World 1 DBS Bank Tower Lantai 39 Jl. Prof. DR. Satrio Kav. 3-5 Jakarta 12940|(021) 2988-5858, 2988-6868, 2988-7878|(021) 2988-8585|www.ciputradevelopment.com|investor@ciputra.com|PT Sang Pelopor
Citatah Tbk|011047487054000|Gregory Nanan Aswin||Alwi Anugrawati Tjandra|Flora Budiman|||Taufik Johannes|Tiffany Johanes|Denise Johanes|Rumpoko Adi||||||||||||Gregory Nanan Aswin|Eugene Cho Park||||||||||||||Tiffany Johanes||1996-07-03|Jl. Prof. Dr. Satrio Blok C4 No. 10, Kel. Kuningan Timur, Kec. Setiabudi, Jakarta Selatan 12950|021 - 3972 2018|021 - 3972 2028|http://www.citatah.co.id|legal@citatah.co.id; loura@citatah.co.id; fa@citatah.co.id;|Masyarakat Non Warkat
PT Petrindo Jaya Kreasi Tbk|028897013031000|Henky Susanto||Dikdik Sugiharto|Kurniadi|||Michael|Daniel Jr. Lopez Laurente|Diana Arsiyanti|Kartika Hendrawan|Lim Hendra Gunawan|||||||||||Erwin Ciputra|Henky Susanto|Baritono Prajogo Pangestu|||||||||||||Robertus Maylando Siahaya||2023-03-08|Gedung Wisma Barito Pacific, lantai 3 B Jl. Let. Jend. S. Parman Kav. 62-63, Jakarta 11410|(021) 5308520|(021) 5355678|www.petrindo.co.id|corsec@petrindo.co.id|Prajogo Pangestu
PT ITSEC Asia Tbk.|311916753013000|Agustinus Nicholas L. Tobing||Arini Imamawati|Tjeppy Kustiwa|||Joseph Edi Hut Lumban Gaol|Eko Prasudi Widianto|Bima Kurniawan|Bambang Susilo|Doni Mora|||||||||||Patrick Rudolf Dannacher|Rico Rizal Budidarmo|Yulius C Rusli|Andri Hutama Putra|Richardus Eko Indrajit|Agustinus Nicholas L. Tobing||||||||||Viko Setiyawan||2023-08-08|Gedung Noble House Lantai 11 Unit 2 & 3 Jl. Dr. Ide Anak Agung Gde Agung Kavling E.4.2 No. 2, Mega Kuningan Kel. Kuningan Timur, Kec. Setiabudi Jakarta Selatan|021-29783050||https://www.itsec.asia/|corpsec@itsecasia.com|INV Management Pte. Ltd.
PT Daaz Bara Lestari Tbk|029789625102000|Yohanes Yudha Indrajati||Jeanne Watulo|Drs Prawira Atmadja|||Mahar Atanta Sembiring|Muljanto|Junaidy Kwedarisman|Irawan Sigit Subekti|Erlyn Sulistio|||||||||||Erwin Sutanto|Irawan Sastrotanojo|Yohanes Yudha Indrajati|||||||||||||Tracy Margarettha||2024-11-11|Gedung Office 8, Lantai 21 Unit E dan F, Jl. Senopati No. 8B, Senayan, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12190|(021) 2933 3203||http://www.daaz-group.com/|corsec@daaz-group.com|PT Daaz Nusantara Abadi
PT Diamond Citra Propertindo Tbk.|729086959412000|Iwan Gunarwan Baroto||Ermida Lindra|Heris Risdiyanto|||Adam|Bayu Setiawan||||||||||||||Anisah|Tjandra Tjokrodiponto|Iwan Gunarwan Baroto|||||||||||||Toni Hartono||2020-02-14|Jl. Palakali Raya, Kec.Kukusan, Kec.Beji, Depok,Jawa Barat|(021) 29415959|(021) 29415959|http://www.diamondland.id/|info@diamondland.co.id|PT Karya Permata Inovasi Indonesia
Duta Anggada Realty Tbk|0013660154054000|Hadi Siswanto||Franky Tanril|Ananda Surja|||VENTJE CHANDRAPUTRA SUARDANA|RANDY ANGKOSUBROTO|WIDYANTO TAUFIQ|||||||||||||HARTADI ANGKOSUBROTO|JOHANNA ZAKARIA|HADI SISWANTO|||||||||||||Aka Permata||1990-05-08|Chase Plaza Lt. 21, Jl. Jend. Sudirman Kav. 21, Jakarta 12920|520 8000|520 8100|www.dutaanggadarealty.com|aka@dutaanggada.com|HARTADI ANGKOSUBROTO
PT Remala Abadi Tbk|015897184432000|Ahmad Alamsyah Saragih, S.E.||Sudarmana, SE., AK., CA., CPA., CACP.|Sundara Ichsan|||Agus Setiono|Samuel Adi Mulia||||||||||||||Richard Kartawijaya|Ahmad Alamsyah Saragih, S.E.||||||||||||||Maureen Graciela||2024-05-07|Graha Mustika Ratu Jalan Gatot Subroto No.74-75, Jakarta Selatan DKI Jakarta 12870|(021) 83709269||https//remala.id|corporatesecretary@remala.id|Verah Wahyudi Singgih Wong
PT Duta Intidaya Tbk.|024604084063000|Alissa Qotrunnada Munawaroh Wahid||Friso Palilingan|Retno Dwi Andani|||Lilis Mulyawati|Erwantho Siregar|Erwantho Siregar|||||||||||||Alissa Qotrunnada Munawaroh Wahid|Sugito Walujo|Dominic Kai Ming Lai|Edith Shih|Scott John Blakemore|Irwan Bunyamin Afiff|Sugito Walujo|Dominic Kai Ming Lai|Edith Shih|Scott John Blakemore|Irwan Bunyamin Afiff|||||Erwantho Siregar||2016-06-28|Gedung EightyEight@Kasablanka Tower A Lantai 28 dan 37 Jl. Casablanca Raya Kav. 88 RT. 007 RW. 006 Menteng Dalam Tebet Jakarta Selatan DKI Jakarta|021-2128-3001|021-2128-3002|www.watsons.biz.id|corporate.secretary@watsons.co.id|TOTAL ALLIANCE HOLDINGS LIMITED
PT DCI Indonesia Tbk|313660714012000|Nancy Herawati||Liauw Hendrik|Wita Lesmana|||Otto Toto Sugiri|Evelyn|Indri Koesindrijastoeti Hidayat|||||||||||||Marina Budiman|Darwin Cyril Noerhadi||||||||||||||Gregorius Nicholas Suharsono||2021-01-06|Equity Tower, Lantai 17 Unit F SCBD Lot. 9, Jl. Jend. Sudirman Kav. 52 – 53, Jakarta 12190|+62 21 2903 7500|+62 21 2903 7600|www.dci-indonesia.com|corpsec@dci-indonesia.com|Otto Toto Sugiri
PT Dewata Freightinternational Tbk.|016960544904000|Meitra Ninanda Sari||Yayuk Riyanti|Rudi Murfiansyah|||BIMADA||||||||||||||||BIMADA||||||||||||||Fikriatuzzahra Ramadhini||2018-11-11|Kirana Two Office Tower 12th floor Jalan Boulevard Timur No. 88 Kelapa Gading, Jakarta Utara, 14240|+62 (021) 29688899|+62 (021) 29677799|www.dfilogistics.com|corsec@dfilogistics.com|Masyarakat Non Warkat
Danasupra Erapacific Tbk|017094921054000|Arfa Raygianto||Nur Miftahul Jannah|Karlina Arum|||Irianto Kusumadjaja|Floyd Andrew Jonathans||||||||||||||Drs Deddy Koesnadi|Arfa Raygianto||||||||||||||Irianto Kusumadjaja||2001-07-06|Tower B LT. 3, 18 Parc Place SCBD Jl Jend. Sudirman Kav. 52-53 Senayan, Kebayoran Baru Jakarta Selatan 12190|+62 21 51401157|+62 21 51401159|www.danasupra.com|danasupra@cbn.net.id|Masyarakat Non Warkat
PT Caturkarda Depo Bangunan Tbk|017562745415000|Drs. Herbudianto||Toni Setioko|Henryanto Komala|||Kambiyanto Kettin|Johnny Liyanto|Caroline Agustina Kettin|Amanda Grace Kettin|Pathama Sirikul|||||||||||Hermanto Tanoko|Budyanto Totong|Rita Lijanto|Drs. Herbudianto|Henryanto Komala|Piphop Vasanaarchasakul||||||||||Gouw Marliana Soedargo||2021-11-25|Jl. Raya Serpong KM2, Kel. Pakulonan, Kec. Serpong Utara, Tangerang Selatan|021–53120808|021–53120707|www.depobangunan.co.id|corp.secretary@depobangunan.co.id|PT Tancorp Surya Sukses
Darma Henwa Tbk|015652951091000|Kanaka Puradiredja||Mulyadi|Indra Safitri|||Teguh Boentoro|Ahmad Hilyadi|Sorimuda Pulungan|Fredia Yuzirwan|Mahmud Samuri|||||||||||Nalinkant Amratlal Rathod|Gories Mere|Kanaka Puradiredja|Ashok Mitra||||||||||||Ahmad Hilyadi||2007-09-26|Prosperity Tower Lantai 39, SCBD, District 8, Lot 28, Jl. Jenderal Sudirman Kav. 52-53, Kelurahan Senayan, Kecamatan Kebayoran Baru, Jakarta Selatan, 12190|021- 5025 8888|-|www.ptdh.co.id|corporate.secretary@ptdh.co.id|Masyarakat
PT Dewi Shri Farmindo Tbk|930350889406000|Billy Sarikho||Venny Lindasari|Michael|||Aditiya Fajar Junus|Ferry Saputra|Henry Saputra|||||||||||||Greta Dewi Halim|Billy Sarikho||||||||||||||Rita Juwita||2022-07-18|Kampung Cimenyan, RT 003/ RW 003 Desa Cintaasih, Kecamatan Gekbrong, Cianjur, Jawa Barat 43261|(62-21) 5880094||www.dewishrifarmindo.com|corsec@dewishrifarmindo.com|Masyarakat Non Warkat
PT Dafam Property Indonesia Tbk|0027687938512000|Jaeni, SE,Msi,Ak,CA||Siti Sundari|Teguh Parmono Hadi|||Billy Dahlan|WIjaya Dahlan||||||||||||||Ferdinandus Soleh Dahlan|Junaidi Dahlan|Jaeni, SE,Msi,Ak,CA|||||||||||||Soviadi Nor Rachman||2018-04-27|Jl. Raung No.15, Gajahmungkur, Semarang - 50232|+6224 8312735 , +6224 8506459|-|www.dafamproperty.com|corporate@dafamproperty.com|PT Dafam
Nusa Konstruksi Enjiniring Tbk|013703509054000|Ade Rahardja||Natsir Jafar|Bima Priya Santosa|||DJOKO PRABOWO|HUDIK PRAMONO|ARVIN JAHJA TJAHJANA|RIZALDI LIMPAS|RIJANTO ONGGO WAHONO|||||||||||HENDRO MARTOWARDOJO|ADE RAHARDJA|GANDA KUSUMA|||||||||||||Almanda S. Pohan||2007-12-19|ITS Tower Nifarro Park, Tower Office Lt. 20 - Jalan KH. Guru Amin No.18. Pejaten Timur. Pasar Minggu. Jakarta Selatan. DKI Jakarta 12510|7221003, 7267603|7396580|http://www.nusakonstruksi.com|corporate@nusakonstruksi.com|PT Global Dinamika Kencana
PT Diagnos Laboratorium Utama Tbk|024926289076000|Martinus Eliatulo Zega||Eti Yulianti|Novarni|||Fergus Richard|Ir. Mesha Rizal SIni|Rito Alam Rizal Sini|Antony Subagia||||||||||||Ivan Rizal Sini|Agus Heru Darjono|Martinus Eliatulo Zega|||||||||||||Stefanus Ivanly||2021-01-15|Gedung Graha Anam Lantai 2 Jl. Cikditiro No. 11 A, B, C, Kelurahan Gondangdia, Kecamatan Menteng Jakarta Pusat 10350, Indonesia|+62 21 3193 1883|0|www.diagnos.co.id|corsec@diagnos.co.id|PT Bundamedik
PT Delta Giri Wacana Tbk|314280256414000|Pending Dadih Permana||Wenny Sugianto|Okky Rachmadi|||David Yaory|Danny Jo Putra|Muk Kuang|Arbi Munandar|Yody Suganda|||||||||||Widagdo Hendro Sukoco|Pending Dadih Permana||||||||||||||Denny Loryta Davinci||2025-01-13|Gedung DGW Group Jl. Agung Karya VI, Kav. A No.7, Kelurahan Papanggo, Kecamatan Tanjung Priok, Jakarta Utara 14340|(021) 6520 222||www.dgw.co.id|corporate.secretary@dgw.co.id|David Yaory
PT Arkadia Digital Media Tbk|032114563012000|Ariyo Ali Suprapto||Oky Darmawan|Nurrachman Hidayat|||Suwarjono|Fastabiqul Khair Algatot||||||||||||||Stephen K. Sulistyo|Iwa Sukresno Karunia|Ariyo Ali Suprapto|||||||||||||Arsito Hidayatullah||2018-09-18|Gedung Sahid Sudirman Center Lantai 19 Jalan Jend. Sudirman Kav. 86, Jakarta 10220, Indonesia|+62 21 7241888|+62 21 7241887|www.arkadiacorp.com|investor@arkadiacorp.com|Masyarakat Non Warkat
Intiland Development Tbk|010601268054000|Friso Palilingan||Fransiscus Alip|Atik Susanto|-||Hendro Santoso Gondokusumo|Archied Noto Pradono|Perry Yoranouw|Permadi Indra Yoga|Novita Anggriani B|Archied Noto Pradono|Perry Yoranouw|Permadi Indra Yoga|Novita Anggriani B|||||||Sinarto Dharmawan|Jahya Asikin|Thio Gwan Po Micky|Friso Palilingan|Ping Handayani Hanli|Jahya Asikin|Thio Gwan Po Micky|Friso Palilingan|Ping Handayani Hanli|||||||Theresia V. Rustandi||1991-09-04|Intiland Tower, Penthouse floor, Jl. Jend. Sudirman 32, Jakarta 10220, Indonesia|+62 21 570 1912, 570 8088|+62 21 570 0015|www.intiland.com|info@intiland.com|Masyarakat Non Warkat
PT Distribusi Voucher Nusantara Tbk|0023556707022000|Bambang Irawan||Saifira Indrika Nurhafifa|Raden Roro Ayu Wulandari|||Raymond Loho|Tati Ramawati|Stanley Tjiandra|||||||||||||Bambang Irawan|Sebastian Togelang|Artiko Samudro|||||||||||||Septi Suryani||2018-11-27|AXA Tower Lt. 7, Suite 5, Kuningan City Jl Prof. Dr. Satrio Kav. 18, Setiabudi Jakarta 12940|+6221 30480712|+6221 30480713|www.ptdvn.com|corporate@ptdvn.com|PT Asuransi Jiwa Kresna
Central Omega Resources Tbk|016903783091000|Bastian Purnama||Ani Wijaya|Alberto Saur Parsaoran|||Kiki Hamidjaja|Feni Silviani Budiman|Andi Jaya|||||||||||||Kurniadi Atmosasmito|Lim Anthony|Muhammad Rusjdi|Chang Eng Thing||||||||||||Yohanes Supriady||1997-11-21|Plaza Asia Lantai 6 Jl.Jend.Sudirman Kav 59 Jakarta - 12190|021-515 3533|021-515 3533|centralomega.com|021-515 3533|PT Jinsheng Mining
PT Cipta Sarana Medika Tbk|0711094748405000|Abdullah Sayidi||Mohammad Luthfi|Daud Achmad|||Satria Muhammad Wilis|Octen Suhadi||||||||||||||Iqbal Rahim Wilis|Abdullah Sayidi|Mohammad Luthfi|||||||||||||Heri Akhyar||2025-05-08|Jl Siliwangi No. 139, Cibadak, Kec Cibadak, Kabupaten Sukabumi, Jawa Barat 43351|(021) 4586 9050||www.dkhhospitals.com|corsec@dkhhospitals.com|PT Siliwangi Djajakusumah Hospitals
Delta Djakarta Tbk|010001907092000|Samuel Nitisaputra||Danilo R. Alcantara|Carmelito J. Regalado|||Webster Andres Gonzales|Ma Joe De Castro Perucho|Brian Raymund Respicio|Ronny Titiheruw|Josemar Barretto Climaco|||||||||||Roy Tumpal Pakpahan|Carlos Antonio Mayo Berba|Katsuhisa Nose|Reynato Serrano Puno|Samuel Nitisaputra|||||||||||Ma. Joe De Castro Perucho||1984-02-27|Jl. Inspeksi Tarum Barat, Desa Setiadharma, Kec. Tambun Bekasi Timur|021- 882-25-20, 880-05-11, 916-30-85|880-0513, 881-9423, 881-9424|www.deltajkt.co.id|investor_relation@deltajkt.co.id|SAN MIGUEL MALAYSIA
PT Puradelta Lestari Tbk.|016219115038000|Susiyati Bambang Hirawan||Edwin Hidayat Abdullah|Herawan Hadidjaja|||Hongky Jeffry Nantung|Monik William|Tondy Suwanto|||||||||||||Muktar Widjaja|Seiji Itagaki|Teddy Pawitra|Susiyati Bambang Hirawan||||||||||||Tondy Suwanto||2015-05-29|Kawasan Kota Deltamas, Jl Tol Jakarta Cikampek KM 37, Hegarmukti, Cikarang Pusat, Kab. Bekasi, Jawa Barat, 17815|(62) (21) 89971188|(62) (21) 89972028|www.deltamas.id|corsec@deltamas.co.id|PT Sumber Arusmulia
PT Digital Mediatama Maxima Tbk|0745353722013000|Ananda Raja||Aulia Nanda Trisya|Ricardo Andrew Pheanto|||Budiasto Kusuma|Supardi Tan|Abraham Theofilus|||||||||||||Suryandy Jahja|Hartono Francesco|Balakrishnan Ananda Raja|||||||||||||Risa Pramesti||2019-10-21|GEDUNG MANGKULUHUR CITY TOWER ONE LT. 18, JL. JEND. GATOT SUBROTO KAV. 1-3, Desa/Kelurahan Karet Semanggi, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta|02127883335|(021) 30480713|www.dmmgroup.id|corporate@dmmgroup.id|PT NFC Indonesia Tbk.
PT Diamond Food Indonesia Tbk.|016993883411000|C. Tedjo Endriyarto||Istama Tatang Sidharta|Lim Beng Lin|||Philip Min Lih Chen|Ir. Widianto Juwono|Rusman Apandi|||||||||||||Dr. Ibrahim Hasan|Lim Beng Lin|C. Tedjo Endriyarto|Wu Qianfei|Nakrin Narula|||||||||||Dimass Anugrah Argo Atmaja||2020-01-22|Gedung TCC Batavia Tower One, Lantai 15, Unit 03 & 05. Jl. KH Mas Mansyur Kav. 126, Jakarta Pusat, 10220|(021) 6405678|(021) 6452945|www.diamondfoodindonesia.com|0|Chen Tsen Nan
PT Bank Oke Indonesia Tbk.|015480569054000|Chairudin**||Sondang Martha Samosir|Joyo***|Heru Subroto||KANG BONG JOO*|VINCENTIA M DJUNIWATI WIJAYA|EFDINAL ALAMSYAH|JONG HA LEE*||||||||||||SANG TON SIM|SONDANG MARTHA SAMOSIR|CHAIRUDIN|||||||||||||Efdinal Alamsyah||2014-07-11|Jl. Ir. H. Juanda No. 12, Jakarta Pusat|021-2312633|021-2312604|www.okbank.co.id|corsec@okbank.co.id|OK Next Co.,Ltd (Formerly APRO Financial Co., Ltd)
PT Indoritel Makmur Internasional Tbk.|017643511054000|DR Timotius||Denny Susilo|Lukman Suparman|||Haliman Kustedjo|Christian Rahardi|Kiki Yanto Gunawan|Harjono Wreksoremboko||||||||||||Djisman Simandjuntak|Soedarsono|Ferry Noviar Yosaputra|Janimiranti Inggawati|Adi Pranoto Leman|Timotius||||||||||Kiki Yanto Gunawan||2000-12-11|Wisma Indocement, Lantai 10 Jalan Jend. Sudirman Kav. 70-71 Jakarta 12910, Indonesia|021- 29410709|021-29410701|www.indoritel.co.id|corsec@indoritel.co.id|Hannawell Group Limited
PT BUMA Internasional Grup Tbk|0010693182091000|Nurdin Zainal||Yani Bardan|Willem Lucas Timmermans|||Ronald Sutardja|Iwan Fuad Salim|Dian Paramita|||||||||||||Hamid Awaludin|Ashish Gupta|Nurdin Zainal|Dian Sofia Andyasuri||||||||||||Olga Oktavia Patuwo||2001-06-15|South Quarter Tower C, Lantai 5/ 5th Floor, Jl. R.A. Kartini Kav 8, Cilandak Barat, Jakarta Selatan 12430|021 3043 2080|021 3043 2081|https://bumainternational.com/|ir@deltadunia.com; corpsec@deltadunia.com|Northstar Tambang Persada Ltd.
PT Era Media Sejahtera Tbk|411724008016000|Leonardus Chrisbiantoro||Dwi Putri Kemuning|Ocky Octaviani Nirmala|||||||||||||||||||||||||||||||||Devi Nisa Suhartono||2023-05-08|Ruko Fatmawati Mas Blok B5 Kav 205 Jl. RS Fatmawati No 20, Cilandak Barat, Cilandak Jakarta Selatan, Indonesia. Kode pos 12430|(021)7654937|(021)7654938|https://www.sspace.id|corporate@sspace.id|PT Prambanan Investasi Sukses
PT Global Sukses Digital Tbk|033127317077000|Stefanus Dominggo Laksmono||Cici Rosmala|Rika Yuliana Kristian|||Tahir Matulatan|Eddy Yulianto||||||||||||||Imelda Goenawang|Stefanus Dominggo Laksmono||||||||||||||Caroline Thalia||2024-08-07|Jl. Tebah No. 4, Kel. Gunung Kec. Kebayoran Baru, Jakarta Selatan|(021) 29305688||www.globalsuksesdigital.com|corsec@globalsuksesdigital.com|PT Sukses Investama Indonesia
